product_id,category,subcategory,material,color,size,season,style,price_usd,discount_percent,rating,review_count,stock_quantity,units_sold,return_rate
WC008562,Blouses,Button-Up Blouse,Cotton,Navy,L,Autumn,Business Casual,50.07,20,4.1,2,9,30,0.13
WC008563,Jackets,Bomber Jacket,Polyester,Black,M,Spring,Casual,134.84,0,3.6,20,15,228,0.09
WC008564,Skirts,Pleated Skirt,Cotton,White,XXL,Spring,Business Casual,38.29,15,0.0,0,59,3,0.11
WC008565,T-Shirts,Basic T-Shirt,Cotton,Beige,S,Summer,Casual,27.34,15,0.0,0,28,10,0.09
WC008566,Dresses,Shirt Dress,Polyester,Beige,L,Summer,Bohemian,63.71,0,0.0,0,66,52,0.14
WC008567,Sweaters,Turtleneck,Polyester Blend,Blue,S,Winter,Casual,83.12,10,4.9,6,72,68,0.11
WC008568,Trousers,Straight Trousers,Viscose,Green,S,Spring,Minimalist,40.08,10,0.0,0,4,6,0.08
WC008569,Sweaters,Knit Sweater,Polyester Blend,White,XS,Winter,Minimalist,26.43,0,4.5,10,0,219,0.1
WC008570,Tops,Bodysuit,Cotton Blend,Gray,XS,Spring,Bohemian,41.18,0,0.0,0,9,12,0.12
WC008571,Tops,Bodysuit,Cotton,Beige,M,Summer,Elegant,45.24,5,0.0,0,0,10,0.12
WC008572,Dresses,Bodycon Dress,Cotton,Brown,M,Spring,Bohemian,97.05,20,0.0,0,9,10,0.11
WC008573,T-Shirts,Basic T-Shirt,Cotton Blend,Beige,XL,All Season,Casual,15.02,0,4.0,1,3,12,0.12
WC008574,Jumpsuits,Evening Jumpsuit,Polyester Blend,Gray,L,All Season,Elegant,62.3,10,4.9,2,11,46,0.1
WC008575,Cardigans,Long Cardigan,Polyester,Brown,M,Autumn,Formal,40.94,30,5.0,2,43,166,0.09
WC008576,T-Shirts,Graphic T-Shirt,Cotton Blend,Pink,L,Spring,Casual,21.19,30,0.0,0,45,3,0.09
WC008577,Skirts,Maxi Skirt,Cotton,Blue,XXL,Autumn,Casual,63.44,15,4.3,5,0,62,0.08
WC008578,Dresses,Midi Dress,Cotton,Navy,L,Autumn,Minimalist,97.4,10,3.9,5,16,90,0.12
WC008579,Jumpsuits,Utility Jumpsuit,Cotton Blend,Gray,L,Winter,Minimalist,38.98,0,3.8,25,122,264,0.08
WC008580,Sweaters,Oversized Sweater,Wool,Blue,XL,Winter,Elegant,67.03,20,0.0,0,121,12,0.12
WC008581,T-Shirts,Graphic T-Shirt,Cotton Blend,Blue,M,Summer,Casual,28.53,15,4.8,1,21,101,0.1
WC008582,Tops,Bodysuit,Viscose,Gray,M,Autumn,Streetwear,38.74,40,4.1,8,57,99,0.11
WC008583,Dresses,Mini Dress,Polyester,Beige,L,Spring,Casual,105.8,0,0.0,0,47,9,0.14
WC008584,Blouses,Wrap Blouse,Cotton Blend,Black,M,Summer,Minimalist,56.64,15,3.7,4,25,46,0.09
WC008585,Activewear,Sports Bra,Nylon,Black,L,Autumn,Sporty,31.25,10,4.6,33,8,425,0.07
WC008586,Tops,Long Sleeve Top,Cotton,Black,XXL,All Season,Bohemian,22.2,30,3.5,49,22,1114,0.09
WC008587,Coats,Long Coat,Polyester Blend,Black,L,Autumn,Streetwear,192.56,25,4.5,3,7,45,0.12
WC008588,Trousers,Wide-Leg Trousers,Cotton,Red,L,All Season,Formal,91.78,10,3.8,15,18,177,0.07
WC008589,Coats,Wool Coat,Wool,Beige,XL,Winter,Formal,161.47,10,5.0,1,49,111,0.07
WC008590,Sweaters,Oversized Sweater,Wool,White,XL,Winter,Casual,99.15,30,4.4,1,32,44,0.12
WC008591,T-Shirts,Basic T-Shirt,Viscose,Black,XXL,Spring,Casual,26.44,20,0.0,0,17,6,0.09
WC008592,T-Shirts,Basic T-Shirt,Cotton,Gray,L,Summer,Casual,32.82,0,4.8,11,70,225,0.1
WC008593,Dresses,Shirt Dress,Viscose,Brown,S,Winter,Bohemian,87.6,0,5.0,23,2,357,0.14
WC008594,Coats,Wool Coat,Wool,White,M,Winter,Formal,210.83,15,4.0,6,34,72,0.06
WC008595,Skirts,Pleated Skirt,Linen,Yellow,L,Summer,Business Casual,63.65,0,4.6,5,35,86,0.08
WC008596,Blouses,Button-Up Blouse,Cotton,Gray,XS,Spring,Business Casual,53.87,0,5.0,7,24,83,0.11
WC008597,Jeans,Bootcut Jeans,Denim,Gray,S,Winter,Casual,82.47,0,3.9,1,9,35,0.12
WC008598,Skirts,Mini Skirt,Cotton,White,S,Spring,Bohemian,50.3,40,4.1,3,3,88,0.06
WC008599,Dresses,Maxi Dress,Polyester Blend,White,XS,Winter,Business Casual,124.07,0,3.0,1,132,37,0.17
WC008600,Trousers,Wide-Leg Trousers,Polyester Blend,Blue,XL,Spring,Business Casual,59.18,25,4.7,8,36,121,0.1
WC008601,Sweaters,Crewneck Sweater,Polyester Blend,Gray,XS,Winter,Elegant,92.07,0,0.0,0,16,6,0.06
WC008602,Tops,Long Sleeve Top,Viscose,Red,S,Winter,Bohemian,37.16,15,0.0,0,126,11,0.07
WC008603,Tops,Tank Top,Cotton Blend,White,M,Winter,Casual,24.5,0,5.0,1,63,12,0.09
WC008604,Jeans,Straight Jeans,Denim,Black,S,Winter,Casual,51.05,15,4.5,7,21,170,0.17
WC008605,Jumpsuits,Utility Jumpsuit,Cotton,Gray,L,Spring,Elegant,57.72,30,4.3,5,36,72,0.1
WC008606,Trousers,Wide-Leg Trousers,Cotton Blend,Black,M,Autumn,Business Casual,71.91,0,3.7,7,32,125,0.12
WC008607,Jackets,Denim Jacket,Polyester,Black,M,Autumn,Business Casual,79.6,15,0.0,0,9,20,0.11
WC008608,Jeans,Straight Jeans,Denim,Gray,L,Autumn,Streetwear,40.69,0,4.7,2,0,76,0.1
WC008609,Sweaters,Knit Sweater,Wool,Navy,L,Autumn,Formal,72.5,15,3.6,3,10,47,0.1
WC008610,Skirts,Pleated Skirt,Cotton,Beige,L,Spring,Bohemian,33.49,40,4.7,21,11,281,0.12
WC008611,Sets,Matching Suit,Polyester,Gray,S,Winter,Streetwear,78.33,0,3.8,1,6,27,0.06
WC008612,Sets,Matching Suit,Cotton,Navy,L,Winter,Casual,67.4,0,0.0,0,37,21,0.13
WC008613,Sets,Skirt Set,Cotton,Black,L,Autumn,Minimalist,89.64,0,4.7,1,6,39,0.07
WC008614,Skirts,Pleated Skirt,Viscose,Navy,S,All Season,Minimalist,55.53,20,4.2,22,61,238,0.12
WC008615,Trousers,Straight Trousers,Viscose,Green,XL,All Season,Business Casual,88.47,15,4.3,5,23,134,0.07
WC008616,Blouses,Button-Up Blouse,Cotton Blend,Gray,M,All Season,Formal,29.64,0,4.3,10,7,121,0.1
WC008617,Skirts,Midi Skirt,Cotton,Gray,M,Spring,Minimalist,20.61,10,4.4,3,90,49,0.09
WC008618,Loungewear,Lounge Set,Cotton,Blue,S,Spring,Casual,44.03,30,4.5,31,29,367,0.1
WC008619,Dresses,Midi Dress,Polyester Blend,Green,XS,Autumn,Minimalist,50.09,0,4.1,1,7,51,0.13
WC008620,Tops,Crop Top,Cotton Blend,Red,XS,Summer,Minimalist,20.79,0,4.1,5,116,94,0.1
WC008621,Skirts,Midi Skirt,Cotton Blend,White,S,Spring,Streetwear,64.56,0,3.5,1,0,35,0.12
WC008622,Jumpsuits,Utility Jumpsuit,Cotton,Beige,M,Summer,Minimalist,94.94,0,3.6,9,165,252,0.11
WC008623,Trousers,Tailored Trousers,Cotton Blend,Beige,XL,All Season,Business Casual,48.73,0,4.7,2,0,32,0.09
WC008624,Jeans,Wide-Leg Jeans,Denim,White,XL,Winter,Casual,67.69,0,0.0,0,58,16,0.11
WC008625,Skirts,Maxi Skirt,Cotton,Gray,L,Winter,Casual,66.08,0,4.2,7,21,147,0.06
WC008626,Trousers,Wide-Leg Trousers,Polyester,Pink,XS,All Season,Formal,55.15,0,4.0,3,25,106,0.11
WC008627,Blouses,Peplum Blouse,Polyester,Black,M,Spring,Business Casual,23.19,20,3.9,11,26,123,0.1
WC008628,Activewear,Sports Bra,Nylon,Black,XS,Winter,Sporty,57.26,50,4.2,6,11,177,0.08
WC008629,Sweaters,Oversized Sweater,Wool,Blue,M,Autumn,Business Casual,101.31,0,4.2,4,118,55,0.06
WC008630,Jackets,Denim Jacket,Leather,Brown,XL,Spring,Casual,85.59,0,4.0,2,48,46,0.07
WC008631,Trousers,Wide-Leg Trousers,Cotton,Gray,M,All Season,Minimalist,74.32,15,3.9,5,22,234,0.12
WC008632,Blouses,Peplum Blouse,Polyester,Red,M,Summer,Minimalist,30.05,15,4.5,21,1,700,0.11
WC008633,Jumpsuits,Romper,Cotton Blend,White,M,Winter,Casual,75.21,15,0.0,0,216,6,0.11
WC008634,Jumpsuits,Romper,Viscose,White,L,All Season,Streetwear,86.82,0,3.6,1,31,31,0.12
WC008635,Blouses,Wrap Blouse,Linen,Blue,S,Summer,Business Casual,36.59,0,3.7,2,13,44,0.06
WC008636,Coats,Long Coat,Cotton,White,XXL,Winter,Streetwear,145.86,30,4.1,1,5,156,0.09
WC008637,Cardigans,Button-up Cardigan,Cotton Blend,Beige,L,Summer,Formal,44.62,30,4.1,2,11,36,0.09
WC008638,Dresses,Bodycon Dress,Cotton Blend,Black,M,Winter,Bohemian,99.02,0,3.8,7,0,275,0.16
WC008639,Jeans,Straight Jeans,Cotton Blend,Brown,S,Winter,Minimalist,30.63,0,0.0,0,22,17,0.14
WC008640,T-Shirts,Graphic T-Shirt,Cotton Blend,Beige,XS,Summer,Casual,22.91,15,5.0,2,61,87,0.06
WC008641,Sweaters,Crewneck Sweater,Wool,Gray,XS,Winter,Bohemian,76.23,0,4.2,2,84,62,0.06
WC008642,Activewear,Athletic Top,Polyester Blend,Gray,XS,All Season,Sporty,75.28,40,3.9,14,60,190,0.08
WC008643,Dresses,Midi Dress,Polyester,White,M,Autumn,Business Casual,48.76,0,4.3,1,25,16,0.13
WC008644,Coats,Wool Coat,Wool,Blue,L,Winter,Streetwear,210.18,0,3.0,3,75,39,0.13
WC008645,Tops,Crop Top,Viscose,White,S,Autumn,Minimalist,33.82,15,5.0,1,255,16,0.11
WC008646,Dresses,Mini Dress,Linen,White,M,All Season,Formal,139.77,0,3.8,110,21,1298,0.17
WC008647,T-Shirts,Graphic T-Shirt,Cotton Blend,Pink,S,Spring,Casual,19.97,0,3.5,31,56,390,0.12
WC008648,Blouses,Wrap Blouse,Cotton,Black,M,All Season,Minimalist,58.7,25,3.9,5,64,116,0.13
WC008649,Skirts,Midi Skirt,Polyester,Black,L,All Season,Formal,24.36,10,0.0,0,61,7,0.1
WC008650,T-Shirts,V-Neck T-Shirt,Viscose,Red,L,Summer,Casual,22.68,0,4.2,14,7,478,0.12
WC008651,Jackets,Bomber Jacket,Leather,Black,L,Autumn,Casual,55.45,10,0.0,0,7,2,0.07
WC008652,Sets,Lounge Set,Cotton Blend,Black,L,Autumn,Bohemian,88.5,0,3.3,4,13,210,0.18
WC008653,Sweaters,Oversized Sweater,Wool,Yellow,S,Winter,Minimalist,61.61,0,3.9,1,50,34,0.08
WC008654,Activewear,Track Pants,Polyester,Black,L,Autumn,Sporty,27.35,50,3.4,10,41,139,0.14
WC008655,Jeans,Wide-Leg Jeans,Denim,Navy,M,Winter,Bohemian,68.04,40,4.3,13,60,510,0.12
WC008656,Sweaters,Knit Sweater,Wool,Gray,M,Winter,Casual,69.69,20,4.3,19,37,271,0.09
WC008657,T-Shirts,V-Neck T-Shirt,Cotton,White,XL,Summer,Casual,13.91,10,3.5,1,87,23,0.09
WC008658,Trousers,Tailored Trousers,Cotton Blend,Navy,XL,Spring,Business Casual,34.51,0,0.0,0,84,14,0.08
WC008659,Skirts,Mini Skirt,Cotton,White,L,All Season,Streetwear,20.4,20,4.0,4,11,141,0.08
WC008660,Jackets,Bomber Jacket,Denim,Green,XS,All Season,Casual,148.03,0,3.7,6,108,149,0.11
WC008661,Sweaters,Crewneck Sweater,Wool,White,L,Winter,Elegant,43.2,0,0.0,0,8,30,0.07
WC008662,Tops,Crop Top,Cotton Blend,Black,L,Autumn,Elegant,44.05,25,4.1,21,5,260,0.07
WC008663,Cardigans,Long Cardigan,Cotton,Black,L,Autumn,Minimalist,74.0,0,3.5,2,0,55,0.13
WC008664,Blouses,Button-Up Blouse,Polyester Blend,Black,XL,Spring,Formal,65.73,20,3.3,6,34,109,0.14
WC008665,Blouses,Wrap Blouse,Linen,Black,M,Spring,Business Casual,43.66,15,4.1,14,37,175,0.12
WC008666,Dresses,Mini Dress,Polyester,Beige,M,Spring,Minimalist,95.98,0,3.7,2,45,200,0.16
WC008667,Tops,Tank Top,Viscose,Green,XS,Spring,Casual,25.93,0,0.0,0,94,47,0.13
WC008668,T-Shirts,Basic T-Shirt,Cotton,Green,L,All Season,Casual,14.95,20,4.1,5,35,158,0.12
WC008669,Coats,Puffer Coat,Cotton,White,XS,Winter,Bohemian,195.57,40,5.0,10,251,114,0.11
WC008670,Blouses,Wrap Blouse,Cotton Blend,Black,XXL,Summer,Minimalist,24.84,0,0.0,0,107,11,0.07
WC008671,Skirts,Mini Skirt,Polyester,Black,XXL,Autumn,Minimalist,32.6,40,4.6,7,46,117,0.09
WC008672,Sets,Skirt Set,Cotton,Navy,M,Autumn,Casual,107.31,15,5.0,2,13,33,0.07
WC008673,Cardigans,Cropped Cardigan,Polyester,Purple,M,Winter,Business Casual,50.81,0,3.9,4,18,78,0.1
WC008674,Dresses,Mini Dress,Cotton,Green,XL,Winter,Elegant,134.55,20,4.7,4,13,90,0.15
WC008675,T-Shirts,V-Neck T-Shirt,Cotton Blend,Black,S,Spring,Casual,27.08,0,4.6,1,46,23,0.1
WC008676,Tops,Tank Top,Cotton Blend,Black,L,Summer,Elegant,52.92,30,5.0,3,19,32,0.11
WC008677,Skirts,Maxi Skirt,Polyester,Navy,M,Winter,Elegant,37.83,0,3.8,48,2,555,0.07
WC008678,Blouses,Wrap Blouse,Cotton,Beige,S,Autumn,Business Casual,47.23,10,4.8,16,20,236,0.08
WC008679,Cardigans,Long Cardigan,Linen,Yellow,XL,Spring,Casual,52.56,0,0.0,0,2,16,0.07
WC008680,Sweaters,Crewneck Sweater,Polyester Blend,Black,S,Winter,Bohemian,43.84,0,3.2,11,23,126,0.18
WC008681,Skirts,Maxi Skirt,Cotton Blend,Beige,XL,All Season,Casual,62.36,20,4.2,8,22,88,0.09
WC008682,Blouses,Button-Up Blouse,Cotton,White,M,Autumn,Minimalist,34.38,0,4.5,2,52,31,0.07
WC008683,Loungewear,Sweatpants,Linen,Blue,M,Summer,Casual,40.46,20,3.7,1,14,32,0.12
WC008684,Activewear,Athletic Top,Polyester,White,M,Summer,Sporty,66.89,0,0.0,0,22,53,0.1
WC008685,Dresses,Midi Dress,Cotton Blend,Brown,XS,Spring,Bohemian,96.45,25,4.5,40,24,706,0.13
WC008686,Activewear,Sports Bra,Polyester,Blue,M,All Season,Sporty,50.74,10,3.4,2,59,77,0.18
WC008687,Blouses,Button-Up Blouse,Cotton,Black,M,Summer,Minimalist,44.67,0,0.0,0,19,4,0.07
WC008688,T-Shirts,Graphic T-Shirt,Cotton,Green,L,Summer,Casual,27.84,25,4.5,1,13,31,0.09
WC008689,Blouses,Peplum Blouse,Viscose,White,L,Summer,Minimalist,57.86,0,0.0,0,79,2,0.07
WC008690,Loungewear,Lounge Set,Polyester,Pink,S,Autumn,Casual,61.27,0,0.0,0,0,8,0.12
WC008691,Dresses,Midi Dress,Cotton,Blue,M,Summer,Bohemian,53.62,30,0.0,0,15,16,0.12
WC008692,Dresses,Maxi Dress,Linen,White,M,Summer,Formal,83.76,15,3.9,1,18,31,0.13
WC008693,Jackets,Bomber Jacket,Polyester,Black,M,Autumn,Casual,90.19,0,4.1,7,6,106,0.11
WC008694,Skirts,Maxi Skirt,Cotton Blend,White,XS,Winter,Minimalist,62.59,20,4.2,1,16,48,0.07
WC008695,Sweaters,Knit Sweater,Wool,Beige,M,Winter,Minimalist,34.91,15,4.4,3,89,44,0.1
WC008696,T-Shirts,V-Neck T-Shirt,Cotton,Gray,M,All Season,Casual,24.46,0,4.3,36,27,429,0.11
WC008697,Blouses,Button-Up Blouse,Polyester Blend,Green,M,Spring,Formal,68.33,0,3.4,11,8,905,0.14
WC008698,Blouses,Wrap Blouse,Cotton Blend,Black,M,Winter,Business Casual,47.85,0,4.3,25,48,315,0.07
WC008699,Tops,Long Sleeve Top,Cotton Blend,Gray,XXL,Spring,Streetwear,41.0,15,4.3,1,10,17,0.06
WC008700,Cardigans,Button-up Cardigan,Polyester Blend,White,XL,Winter,Formal,70.45,0,4.3,3,7,63,0.07
WC008701,Jeans,Bootcut Jeans,Denim,Black,M,All Season,Minimalist,46.01,0,4.4,2,175,39,0.11
WC008702,Dresses,Midi Dress,Linen,White,XS,Spring,Streetwear,51.29,20,2.9,1,34,36,0.16
WC008703,Jeans,Straight Jeans,Denim,Black,M,All Season,Streetwear,70.85,30,0.0,0,51,26,0.14
WC008704,Loungewear,Sleep Shirt,Cotton,Beige,XS,Summer,Casual,21.82,0,0.0,0,56,4,0.12
WC008705,Jeans,Bootcut Jeans,Cotton Blend,Navy,XS,Spring,Business Casual,96.89,0,0.0,0,0,14,0.16
WC008706,Jeans,Bootcut Jeans,Denim,Green,S,Summer,Streetwear,74.88,25,3.0,4,31,47,0.21
WC008707,Dresses,Mini Dress,Linen,Blue,XL,Summer,Streetwear,41.35,25,0.0,0,10,12,0.13
WC008708,Loungewear,Lounge Set,Cotton Blend,Black,XS,Autumn,Casual,55.79,0,0.0,0,19,31,0.11
WC008709,Dresses,Midi Dress,Cotton,Brown,M,All Season,Formal,120.63,0,4.1,2,9,26,0.13
WC008710,T-Shirts,Graphic T-Shirt,Cotton,Beige,L,Spring,Casual,32.08,15,3.9,5,67,172,0.09
WC008711,Activewear,Athletic Top,Nylon,Green,XS,Summer,Sporty,42.62,5,0.0,0,48,7,0.06
WC008712,Jeans,Skinny Jeans,Denim,Black,XXL,All Season,Formal,108.85,0,0.0,0,80,41,0.14
WC008713,Jeans,Skinny Jeans,Denim,White,S,Winter,Elegant,105.76,0,4.8,1,10,64,0.13
WC008714,Dresses,Mini Dress,Cotton,Navy,XL,Winter,Bohemian,59.36,50,0.0,0,15,1,0.15
WC008715,Jeans,Skinny Jeans,Denim,Red,L,Autumn,Bohemian,53.07,15,3.3,6,9,182,0.19
WC008716,Jackets,Bomber Jacket,Leather,Navy,S,Autumn,Streetwear,128.76,15,4.1,11,82,238,0.09
WC008717,T-Shirts,Basic T-Shirt,Cotton,Gray,L,Summer,Casual,32.4,0,4.0,1,102,20,0.07
WC008718,Trousers,Tailored Trousers,Polyester Blend,Beige,XL,Autumn,Business Casual,77.47,10,3.8,1,32,26,0.07
WC008719,Tops,Long Sleeve Top,Cotton Blend,White,L,Spring,Minimalist,30.82,0,4.5,12,79,398,0.07
WC008720,Tops,Tank Top,Cotton,Beige,S,All Season,Streetwear,35.26,0,4.4,26,76,674,0.07
WC008721,Activewear,Leggings,Polyester Blend,Gray,M,Winter,Sporty,29.04,5,4.2,12,125,282,0.08
WC008722,Jeans,Bootcut Jeans,Denim,Navy,L,Spring,Business Casual,94.5,25,3.9,19,151,493,0.14
WC008723,Dresses,Bodycon Dress,Cotton,White,M,Summer,Elegant,92.38,0,4.1,5,11,136,0.1
WC008724,Dresses,Maxi Dress,Cotton,Blue,M,Winter,Casual,36.14,15,4.8,1,34,17,0.1
WC008725,Tops,Crop Top,Cotton,Black,M,Summer,Elegant,44.24,0,3.6,3,5,92,0.09
WC008726,Sweaters,Turtleneck,Wool,Gray,XXL,Winter,Streetwear,49.49,0,0.0,0,0,3,0.08
WC008727,Jeans,Wide-Leg Jeans,Denim,Gray,S,Autumn,Business Casual,64.11,5,4.9,1,0,21,0.16
WC008728,Dresses,Wrap Dress,Cotton Blend,Green,XS,All Season,Minimalist,59.49,20,0.0,0,0,10,0.16
WC008729,Trousers,Wide-Leg Trousers,Polyester,Beige,M,Autumn,Formal,76.79,0,3.5,34,0,676,0.12
WC008730,Loungewear,Sweatpants,Cotton Blend,Black,S,Summer,Casual,20.79,25,2.9,7,36,78,0.19
WC008731,Jeans,Straight Jeans,Denim,Brown,S,Autumn,Formal,70.91,0,4.5,10,30,206,0.16
WC008732,Blouses,Button-Up Blouse,Polyester,Blue,XXL,Autumn,Formal,55.63,30,0.0,0,12,16,0.12
WC008733,T-Shirts,Graphic T-Shirt,Cotton,Blue,M,Summer,Casual,18.97,0,4.9,3,3,42,0.11
WC008734,Coats,Long Coat,Wool,Green,XL,Winter,Bohemian,131.93,0,0.0,0,45,5,0.12
WC008735,Sets,Skirt Set,Polyester Blend,Beige,M,Summer,Casual,47.02,10,0.0,0,37,20,0.09
WC008736,Jumpsuits,Romper,Cotton Blend,Gray,L,Autumn,Casual,52.64,10,4.1,1,3,19,0.08
WC008737,Sweaters,Turtleneck,Wool,Black,XS,Autumn,Streetwear,93.44,0,3.6,1,15,22,0.06
WC008738,Dresses,Wrap Dress,Cotton,White,L,All Season,Business Casual,48.6,0,0.0,0,26,7,0.1
WC008739,Dresses,Shirt Dress,Cotton,Gray,M,Summer,Formal,78.6,0,3.8,21,6,264,0.11
WC008740,Activewear,Sports Bra,Nylon,Beige,L,All Season,Sporty,71.37,0,4.6,1,18,39,0.08
WC008741,Coats,Trench Coat,Wool,Navy,M,Winter,Streetwear,135.1,0,0.0,0,35,6,0.06
WC008742,Dresses,Bodycon Dress,Cotton,Black,L,Winter,Elegant,71.87,20,2.9,5,43,135,0.21
WC008743,Sets,Skirt Set,Polyester,Navy,M,Summer,Formal,100.65,10,3.3,2,36,51,0.13
WC008744,Coats,Puffer Coat,Polyester Blend,White,M,Winter,Business Casual,142.17,0,4.5,14,54,219,0.08
WC008745,Dresses,Maxi Dress,Polyester,Green,M,Winter,Streetwear,52.33,30,4.4,1,0,133,0.16
WC008746,Tops,Long Sleeve Top,Cotton,Black,S,Autumn,Business Casual,33.59,25,4.6,6,24,115,0.07
WC008747,Sets,Lounge Set,Cotton,White,S,Autumn,Streetwear,71.44,40,3.2,11,32,530,0.13
WC008748,Dresses,Maxi Dress,Linen,Navy,M,Summer,Elegant,47.64,0,0.0,0,19,10,0.15
WC008749,Jumpsuits,Evening Jumpsuit,Polyester Blend,Navy,M,All Season,Streetwear,80.16,0,0.0,0,45,6,0.07
WC008750,Tops,Crop Top,Cotton,Brown,XS,Autumn,Minimalist,21.96,15,4.3,21,41,419,0.12
WC008751,Jackets,Blazer,Denim,Yellow,XL,Spring,Casual,149.52,0,3.7,1,48,32,0.13
WC008752,T-Shirts,V-Neck T-Shirt,Cotton,Black,XS,Summer,Casual,23.29,0,4.6,7,14,104,0.1
WC008753,Trousers,Straight Trousers,Polyester,Blue,S,Autumn,Business Casual,37.42,0,4.1,4,93,80,0.08
WC008754,Activewear,Sports Bra,Polyester,Black,XXL,All Season,Sporty,62.39,0,0.0,0,4,2,0.1
WC008755,Skirts,Pleated Skirt,Cotton,Blue,S,Summer,Minimalist,38.75,0,4.3,1,210,71,0.11
WC008756,Activewear,Leggings,Polyester,Navy,M,Summer,Sporty,66.16,10,5.0,8,80,328,0.07
WC008757,Skirts,Maxi Skirt,Cotton Blend,Navy,M,Spring,Minimalist,20.42,10,3.8,2,108,48,0.11
WC008758,Dresses,Mini Dress,Polyester,Pink,S,Spring,Elegant,151.04,0,4.7,1,51,32,0.13
WC008759,Sweaters,Knit Sweater,Wool,Blue,XS,Autumn,Elegant,117.44,25,5.0,9,24,323,0.07
WC008760,Loungewear,Sweatpants,Polyester,Black,M,Spring,Casual,29.75,0,4.3,19,13,274,0.08
WC008761,Dresses,Bodycon Dress,Cotton,Gray,S,All Season,Formal,36.15,15,3.1,3,30,95,0.2
WC008762,Loungewear,Lounge Set,Polyester,Navy,M,Autumn,Casual,33.28,0,4.3,12,50,198,0.09
WC008763,Tops,Bodysuit,Cotton,Gray,XS,Winter,Bohemian,24.24,5,3.9,3,54,91,0.11
WC008764,T-Shirts,V-Neck T-Shirt,Cotton Blend,Green,M,Summer,Casual,15.4,0,3.7,1,1,19,0.11
WC008765,Sweaters,Oversized Sweater,Cotton,Beige,S,Autumn,Business Casual,85.47,15,4.1,7,71,82,0.1
WC008766,Dresses,Midi Dress,Polyester,Black,M,Spring,Casual,39.7,0,0.0,0,0,11,0.15
WC008767,Trousers,Wide-Leg Trousers,Cotton,Gray,XS,Autumn,Formal,102.24,0,4.7,1,0,16,0.11
WC008768,Jeans,Skinny Jeans,Denim,Red,M,Autumn,Elegant,61.37,5,4.5,2,139,57,0.13
WC008769,Tops,Bodysuit,Cotton,White,M,Spring,Business Casual,44.88,25,5.0,66,8,837,0.11
WC008770,Dresses,Maxi Dress,Cotton,White,M,Autumn,Business Casual,65.93,0,0.0,0,16,10,0.1
WC008771,Jeans,Bootcut Jeans,Denim,Navy,XS,Winter,Bohemian,60.04,0,4.7,27,32,321,0.1
WC008772,Tops,Long Sleeve Top,Cotton Blend,Green,XS,All Season,Business Casual,25.36,0,5.0,6,38,83,0.12
WC008773,Sweaters,Oversized Sweater,Wool,Gray,L,Autumn,Casual,100.28,0,3.9,5,8,53,0.11
WC008774,T-Shirts,V-Neck T-Shirt,Cotton,Brown,XL,Summer,Casual,20.83,0,4.1,7,81,92,0.11
WC008775,T-Shirts,Basic T-Shirt,Viscose,Gray,S,Summer,Casual,15.19,0,3.3,1,21,45,0.17
WC008776,Dresses,Wrap Dress,Cotton,Purple,XXL,Winter,Business Casual,44.49,10,4.1,9,25,250,0.14
WC008777,Dresses,Wrap Dress,Polyester Blend,Black,M,Summer,Business Casual,43.26,40,5.0,17,33,454,0.12
WC008778,Sets,Skirt Set,Polyester Blend,Blue,S,Summer,Casual,56.69,0,4.5,32,42,367,0.08
WC008779,Jeans,Bootcut Jeans,Denim,Gray,XS,Summer,Business Casual,39.19,0,4.2,3,17,39,0.11
WC008780,Skirts,Maxi Skirt,Viscose,White,L,Spring,Casual,32.26,10,0.0,0,52,14,0.08
WC008781,Skirts,Pleated Skirt,Cotton Blend,Gray,S,Winter,Elegant,51.27,0,0.0,0,29,6,0.12
WC008782,Sets,Lounge Set,Polyester,Pink,M,Spring,Casual,67.27,0,4.3,1,36,49,0.1
WC008783,Dresses,Shirt Dress,Polyester Blend,Black,L,Spring,Bohemian,73.21,50,4.5,65,6,726,0.11
WC008784,Jackets,Blazer,Leather,Black,XL,All Season,Streetwear,63.1,15,0.0,0,26,6,0.11
WC008785,Jackets,Denim Jacket,Leather,Blue,S,All Season,Casual,123.5,0,0.0,0,101,7,0.11
WC008786,Trousers,Tailored Trousers,Polyester Blend,Red,M,All Season,Minimalist,39.24,0,4.0,1,38,14,0.09
WC008787,Coats,Puffer Coat,Cotton,Black,M,Autumn,Bohemian,121.16,0,3.9,1,43,34,0.12
WC008788,T-Shirts,Basic T-Shirt,Cotton,Black,M,Summer,Casual,33.74,10,4.2,11,13,127,0.09
WC008789,Dresses,Bodycon Dress,Cotton Blend,Black,S,Summer,Business Casual,47.03,0,5.0,42,15,613,0.16
WC008790,Loungewear,Lounge Set,Cotton,Gray,M,All Season,Casual,69.49,50,4.9,2,4,114,0.07
WC008791,Skirts,Maxi Skirt,Viscose,Blue,L,Spring,Elegant,28.22,30,0.0,0,21,57,0.1
WC008792,Dresses,Shirt Dress,Polyester Blend,White,L,All Season,Elegant,81.09,0,4.0,16,100,192,0.11
WC008793,Trousers,Tailored Trousers,Linen,Black,M,Summer,Business Casual,36.73,15,0.0,0,2,9,0.1
WC008794,Cardigans,Button-up Cardigan,Polyester,Blue,L,Autumn,Casual,88.59,20,4.1,5,2,78,0.1
WC008795,Coats,Wool Coat,Cotton,Navy,S,Autumn,Streetwear,113.47,0,0.0,0,41,17,0.12
