product_id,category,subcategory,material,color,size,season,style,price_usd,discount_percent,rating,review_count,stock_quantity,units_sold,return_rate,BAR,is_safe_return,effective_price,total_revenue,sales_velocity,review_weight,target_markup,target_revenue_per_unit,new_base_price,extra_profit_per_unit,urgency_score,is_dead_stock,high_return_risk,predicted_demand,return_risk_prob
WC014059,T-Shirts,V-Neck T-Shirt,Cotton,Gray,M,All Season,Casual,28.61,20,5.0,2,2,98,0.1,4.44672288477108,False,22.888,2243.0240000000003,0.98,1.0,0.0,28.61,28.61,0.0,32.666666666666664,False,0,62,0.2636
WC014060,Dresses,Shirt Dress,Cotton,Blue,L,Spring,Elegant,43.05,0,3.7,4,95,60,0.11,3.93504216357831,False,43.05,2583.0,0.3870967741935484,0.74,0.0,43.05,43.05,0.0,0.625,False,0,98,0.6555
WC014061,Loungewear,Sweatpants,Cotton,Black,XXL,All Season,Casual,33.57,0,3.4,16,7,401,0.13,3.5540168654313242,False,33.57,13461.57,0.9828431372549019,0.6799999999999999,0.0,33.57,33.57,0.0,50.125,False,1,289,0.5976
WC014062,Dresses,Midi Dress,Cotton Blend,Black,S,Spring,Business Casual,125.07,15,4.6,4,83,49,0.1,4.38504216357831,False,106.30949999999999,5209.165499999999,0.3712121212121212,0.9199999999999999,0.0,125.07,125.07,0.0,0.5833333333333334,False,0,98,0.7314
WC014063,Jeans,Wide-Leg Jeans,Denim,Beige,M,Autumn,Elegant,81.43,25,4.1,4,47,61,0.16,4.13504216357831,False,61.072500000000005,3725.4225,0.5648148148148148,0.82,0.0,81.43,81.43,0.0,1.2708333333333333,False,1,96,0.7806
WC014064,Jeans,Skinny Jeans,Denim,Navy,M,Summer,Casual,34.34,0,0.0,0,105,16,0.12,4.17008432715662,False,34.34,549.44,0.1322314049586777,0.8,0.0,34.34,34.34,0.0,0.1509433962264151,False,1,14,0.7815
WC014065,Jumpsuits,Utility Jumpsuit,Linen,Black,M,All Season,Minimalist,85.27,0,4.3,6,9,73,0.12,4.248033730862647,False,85.27,6224.71,0.8902439024390244,0.86,0.0,85.27,85.27,0.0,7.3,False,1,129,0.2878
WC014066,Jeans,Bootcut Jeans,Denim,Pink,M,Summer,Casual,98.02,20,4.8,27,18,1016,0.1,4.71872055834279,False,78.416,79670.656,0.9825918762088974,0.96,0.0,98.02,98.02,0.0,53.473684210526315,False,0,706,0.6405
WC014067,Sets,Skirt Set,Polyester Blend,Gray,M,All Season,Formal,103.23,0,4.2,1,3,122,0.09,4.176067461725296,False,103.23,12594.060000000001,0.976,0.8400000000000001,0.0,103.23,103.23,0.0,30.5,False,0,57,0.2849
WC014068,Trousers,Cargo Pants,Viscose,Beige,M,All Season,Formal,61.09,0,4.3,1,44,57,0.12,4.196067461725296,False,61.09,3482.13,0.5643564356435643,0.86,0.0,61.09,61.09,0.0,1.2666666666666666,False,1,36,0.2567
WC014069,Trousers,Wide-Leg Trousers,Cotton Blend,Navy,M,Spring,Formal,65.68,0,3.3,5,7,75,0.18,3.686704145402942,False,65.68,4926.000000000001,0.9146341463414634,0.6599999999999999,0.0,65.68,65.68,0.0,9.375,False,1,105,0.6142
WC014070,Trousers,Straight Trousers,Viscose,Blue,L,All Season,Formal,82.17,0,4.3,13,2,139,0.13,4.2694316063897935,False,82.17,11421.630000000001,0.9858156028368794,0.86,0.0,82.17,82.17,0.0,46.333333333333336,False,1,214,0.2608
WC014071,T-Shirts,V-Neck T-Shirt,Viscose,Green,XL,Summer,Casual,12.77,20,4.9,29,73,469,0.11,4.811525372988682,False,10.216000000000001,4791.304,0.8653136531365314,0.9800000000000001,0.0,12.77,12.77,0.0,6.337837837837838,False,0,457,0.2619
WC014072,Skirts,Midi Skirt,Cotton Blend,White,M,Summer,Elegant,39.2,15,4.5,1,35,28,0.1,4.2360674617252965,False,33.32,932.96,0.4444444444444444,0.9,0.0,39.2,39.2,0.0,0.7777777777777778,False,0,34,0.2823
WC014073,Jackets,Leather Jacket,Denim,Purple,M,Autumn,Casual,48.03,10,4.7,6,13,69,0.08,4.488033730862648,False,43.227000000000004,2982.6630000000005,0.8414634146341463,0.9400000000000001,0.0,48.03,48.03,0.0,4.928571428571429,False,0,127,0.2536
WC014074,T-Shirts,Basic T-Shirt,Cotton,Black,XXL,Summer,Casual,14.86,20,4.9,53,43,687,0.06,4.848777847519763,False,11.888,8167.056,0.9410958904109589,0.9800000000000001,0.0,14.86,14.86,0.0,15.613636363636363,False,0,787,0.26
WC014075,Blouses,Peplum Blouse,Polyester,Blue,M,All Season,Minimalist,36.39,0,4.7,1,1,66,0.08,4.276067461725296,False,36.39,2401.7400000000002,0.9850746268656716,0.9400000000000001,0.0,36.39,36.39,0.0,33.0,False,0,39,0.2458
WC014076,Tops,Crop Top,Cotton,White,M,Spring,Streetwear,21.39,10,0.0,0,15,5,0.1,4.17008432715662,False,19.251,96.25500000000001,0.25,0.8,0.0,21.39,21.39,0.0,0.3125,False,0,14,0.2236
WC014077,Blouses,Button-Up Blouse,Cotton Blend,Black,S,All Season,Formal,24.59,0,4.3,2,44,40,0.08,4.213389551437746,False,24.59,983.6,0.47619047619047616,0.86,0.0,24.59,24.59,0.0,0.8888888888888888,False,0,61,0.2366
WC014078,Trousers,Tailored Trousers,Cotton Blend,Navy,L,All Season,Formal,42.7,15,5.0,9,10,178,0.06,4.744641331432806,False,36.295,6460.51,0.9468085106382979,1.0,0.0,42.7,42.7,0.0,16.181818181818183,False,0,162,0.252
WC014079,Trousers,Wide-Leg Trousers,Polyester,Beige,M,Autumn,Minimalist,70.54,15,4.3,1,8,34,0.11,4.196067461725296,False,59.959,2038.6060000000002,0.8095238095238095,0.86,0.0,70.54,70.54,0.0,3.7777777777777777,False,0,38,0.2492
WC014080,Dresses,Shirt Dress,Polyester,Navy,L,All Season,Casual,77.11,0,3.2,1,17,33,0.19,3.976067461725296,False,77.11,2544.63,0.66,0.64,0.0,77.11,77.11,0.0,1.8333333333333333,False,1,37,0.7264
WC014081,Sets,Skirt Set,Polyester,Black,XXL,Spring,Elegant,58.39,20,4.4,1,17,91,0.09,4.216067461725297,False,46.712,4250.792,0.8425925925925926,0.8800000000000001,0.0,58.39,58.39,0.0,5.055555555555555,False,0,45,0.2937
WC014082,Blouses,Peplum Blouse,Cotton,Black,M,Spring,Formal,29.77,20,3.9,2,24,44,0.13,4.0800562181044135,False,23.816000000000003,1047.904,0.6470588235294118,0.78,0.0,29.77,29.77,0.0,1.76,False,1,60,0.2602
WC014083,Tops,Crop Top,Cotton,Black,XS,Summer,Streetwear,38.99,10,4.1,14,59,440,0.12,4.115574294923693,False,35.091,15440.04,0.8817635270541082,0.82,0.0,38.99,38.99,0.0,7.333333333333333,False,1,332,0.2704
WC014084,Jackets,Denim Jacket,Leather,Beige,S,Autumn,Casual,157.16,0,0.0,0,0,2,0.13,4.17008432715662,False,157.16,314.32,1.0,0.8,0.0,157.16,157.16,0.0,2.0,False,1,14,0.2645
WC014085,Trousers,Straight Trousers,Cotton,White,XL,Autumn,Business Casual,71.51,0,0.0,0,3,4,0.07,4.17008432715662,False,71.51,286.04,0.5714285714285714,0.8,0.0,71.51,71.51,0.0,1.0,False,0,15,0.2461
WC014086,Blouses,Peplum Blouse,Cotton Blend,Black,L,All Season,Formal,25.8,0,4.5,2,10,51,0.06,4.280056218104414,False,25.8,1315.8,0.8360655737704918,0.9,0.0,25.8,25.8,0.0,4.636363636363637,False,0,59,0.2427
WC014087,T-Shirts,Graphic T-Shirt,Cotton Blend,Pink,M,Summer,Casual,21.79,0,4.4,18,10,199,0.12,4.358197150392113,False,21.79,4336.21,0.9521531100478469,0.8800000000000001,0.0,21.79,21.79,0.0,18.09090909090909,False,1,316,0.2629
WC014088,Trousers,Cargo Pants,Linen,Blue,L,All Season,Minimalist,100.41,20,4.3,10,22,216,0.12,4.262881236330463,False,80.328,17350.848,0.907563025210084,0.86,0.0,100.41,100.41,0.0,9.391304347826088,False,1,218,0.2675
WC014089,Tops,Tank Top,Cotton Blend,Navy,M,Winter,Formal,40.44,0,3.6,12,50,520,0.08,3.742521081789155,False,40.44,21028.8,0.9122807017543859,0.72,0.0,40.44,40.44,0.0,10.196078431372548,False,0,273,0.3206
WC014090,Blouses,Wrap Blouse,Cotton,Black,M,Winter,Business Casual,35.89,30,4.3,32,63,906,0.13,4.285564925239624,False,25.122999999999998,22761.438,0.934984520123839,0.86,0.0,35.89,35.89,0.0,14.15625,False,1,634,0.2696
WC014091,Sweaters,Oversized Sweater,Wool,Pink,XL,Winter,Casual,99.21,25,3.5,167,38,2772,0.13,3.51567448718495,False,74.4075,206257.59,0.9864768683274021,0.7,0.0,99.21,99.21,0.0,71.07692307692308,False,1,2834,0.6479
WC014092,Jeans,Skinny Jeans,Denim,Beige,S,Winter,Business Casual,92.76,10,5.0,8,7,206,0.15,4.7233614423855395,False,83.48400000000001,17197.704,0.9671361502347418,1.0,0.0,92.76,92.76,0.0,25.75,False,1,164,0.777
WC014093,Trousers,Straight Trousers,Polyester,Black,L,Spring,Business Casual,39.14,0,3.1,22,50,382,0.19,3.2646283580240953,False,39.14,14951.48,0.8842592592592593,0.62,0.0,39.14,39.14,0.0,7.490196078431373,False,1,370,0.6493
WC014094,Dresses,Shirt Dress,Cotton,Brown,S,Summer,Business Casual,117.16,10,0.0,0,85,5,0.15,4.17008432715662,False,105.444,527.22,0.05555555555555555,0.8,0.0,117.16,117.16,0.0,0.05813953488372093,False,1,14,0.7154
WC014095,Jeans,Wide-Leg Jeans,Denim,Red,M,Spring,Streetwear,83.75,0,5.0,19,69,456,0.12,4.855666839505499,False,83.75,38190.0,0.8685714285714285,1.0,0.0,83.75,83.75,0.0,6.514285714285714,False,1,456,0.7837
WC014096,Cardigans,Long Cardigan,Cotton Blend,Black,M,Summer,Streetwear,38.13,0,4.2,1,70,19,0.11,4.176067461725296,False,38.13,724.47,0.21348314606741572,0.8400000000000001,0.0,38.13,38.13,0.0,0.2676056338028169,False,0,35,0.2804
WC014097,Jeans,Skinny Jeans,Denim,White,XS,Winter,Casual,82.99,0,3.1,172,105,1808,0.18,3.124320098344469,False,82.99,150045.91999999998,0.9451123889179299,0.62,0.0,82.99,82.99,0.0,17.056603773584907,False,1,2311,0.9186
WC014098,T-Shirts,V-Neck T-Shirt,Viscose,Black,M,All Season,Casual,32.63,15,3.0,1,14,58,0.16,3.936067461725296,False,27.735500000000002,1608.659,0.8055555555555556,0.6,0.0,32.63,32.63,0.0,3.8666666666666667,False,1,41,0.346
WC014099,Tops,Crop Top,Cotton Blend,Black,S,All Season,Bohemian,16.69,0,4.1,1,68,19,0.06,4.1560674617252955,False,16.69,317.11,0.21839080459770116,0.82,0.0,16.69,16.69,0.0,0.2753623188405797,False,0,33,0.2413
WC014100,Activewear,Sports Bra,Polyester,Blue,XL,Autumn,Sporty,31.23,0,4.9,5,34,86,0.07,4.575593034291831,False,31.23,2685.78,0.7166666666666667,0.9800000000000001,0.0,31.23,31.23,0.0,2.4571428571428573,False,0,124,0.2765
WC014101,T-Shirts,Graphic T-Shirt,Cotton,Black,M,Summer,Casual,25.55,10,3.3,1,31,159,0.16,3.9960674617252963,False,22.995,3656.2050000000004,0.8368421052631579,0.6599999999999999,0.0,25.55,25.55,0.0,4.96875,False,1,49,0.337
WC014102,Dresses,Bodycon Dress,Linen,Gray,M,Summer,Streetwear,74.24,0,5.0,5,1,59,0.15,4.6311485898473865,False,74.24,4380.16,0.9833333333333333,1.0,0.0,74.24,74.24,0.0,29.5,False,1,126,0.7293
WC014103,Tops,Crop Top,Cotton,Gray,S,All Season,Business Casual,18.84,20,4.3,39,85,534,0.08,4.287914821130848,False,15.072000000000001,8048.448,0.8626817447495961,0.86,0.0,18.84,18.84,0.0,6.209302325581396,False,0,636,0.2511
WC014104,Sweaters,Oversized Sweater,Cotton,Purple,XL,Winter,Streetwear,47.51,10,4.1,1,31,102,0.1,4.1560674617252955,False,42.759,4361.418,0.7669172932330827,0.82,0.0,47.51,47.51,0.0,3.1875,False,0,44,0.2749
WC014105,T-Shirts,Basic T-Shirt,Cotton,White,M,Spring,Casual,17.23,0,0.0,0,10,7,0.09,4.17008432715662,False,17.23,120.61,0.4117647058823529,0.8,0.0,17.23,17.23,0.0,0.6363636363636364,False,0,14,0.2331
WC014106,Activewear,Leggings,Nylon,Pink,M,All Season,Sporty,79.61,0,4.0,1,86,22,0.1,4.136067461725296,False,79.61,1751.42,0.2037037037037037,0.8,0.0,79.61,79.61,0.0,0.25287356321839083,False,0,36,0.2729
WC014107,Activewear,Track Pants,Nylon,White,XL,Summer,Sporty,37.53,30,4.4,13,28,204,0.08,4.345902194625087,False,26.271,5359.284000000001,0.8793103448275862,0.8800000000000001,0.0,37.53,37.53,0.0,7.0344827586206895,False,0,242,0.2624
WC014108,Tops,Tank Top,Cotton,Blue,L,Spring,Formal,41.49,10,4.8,30,1,484,0.07,4.725892273783132,False,37.341,18073.044,0.9979381443298969,0.96,0.0,41.49,41.49,0.0,242.0,False,0,482,0.2511
WC014109,Skirts,Maxi Skirt,Cotton Blend,Black,L,All Season,Minimalist,36.42,15,0.0,0,84,19,0.13,4.17008432715662,False,30.957,588.183,0.18446601941747573,0.8,0.0,36.42,36.42,0.0,0.2235294117647059,False,1,15,0.2505
WC014110,Dresses,Wrap Dress,Polyester,Gray,S,Spring,Bohemian,74.07,20,4.7,58,1,1204,0.13,4.665811892074621,False,59.256,71344.224,0.9991701244813278,0.9400000000000001,0.0,74.07,74.07,0.0,602.0,False,1,1031,0.709
WC014111,Loungewear,Sweatpants,Polyester,White,S,Spring,Casual,44.41,0,5.0,4,120,170,0.1,4.58504216357831,False,44.41,7549.7,0.5862068965517241,1.0,0.0,44.41,44.41,0.0,1.4049586776859504,False,0,103,0.2566
WC014112,Jeans,Wide-Leg Jeans,Cotton Blend,Red,M,All Season,Formal,110.17,10,4.5,3,9,53,0.11,4.311476758375211,False,99.153,5255.109,0.8548387096774194,0.9,0.0,110.17,110.17,0.0,5.3,False,0,77,0.5664
WC014113,Skirts,Midi Skirt,Cotton Blend,White,M,Winter,Elegant,41.88,20,0.0,0,125,8,0.08,4.17008432715662,False,33.504000000000005,268.03200000000004,0.06015037593984962,0.8,0.0,41.88,41.88,0.0,0.06349206349206349,False,0,15,0.2658
WC014114,Jumpsuits,Utility Jumpsuit,Cotton,Yellow,M,Winter,Business Casual,57.13,0,5.0,1,37,97,0.12,4.336067461725296,False,57.13,5541.610000000001,0.7238805970149254,1.0,0.0,57.13,57.13,0.0,2.5526315789473686,False,1,48,0.2911
WC014115,Jeans,Wide-Leg Jeans,Denim,White,XL,Summer,Formal,58.21,0,0.0,0,146,4,0.16,4.17008432715662,False,58.21,232.84,0.02666666666666667,0.8,0.0,58.21,58.21,0.0,0.027210884353741496,True,1,13,0.7748
WC014116,T-Shirts,Graphic T-Shirt,Cotton,Green,M,Summer,Casual,28.77,0,4.1,9,83,95,0.1,4.121564408355884,False,28.77,2733.15,0.5337078651685393,0.82,0.0,28.77,28.77,0.0,1.130952380952381,False,0,164,0.2555
WC014117,Coats,Long Coat,Polyester Blend,Black,XS,Autumn,Business Casual,115.46,15,0.0,0,4,14,0.1,4.17008432715662,False,98.14099999999999,1373.974,0.7777777777777778,0.8,0.0,115.46,115.46,0.0,2.8,False,0,15,0.243
WC014118,Trousers,Cargo Pants,Cotton,Navy,XL,Autumn,Formal,44.93,15,4.7,5,40,209,0.08,4.46448192318072,False,38.1905,7981.8145,0.8393574297188755,0.9400000000000001,0.0,44.93,44.93,0.0,5.097560975609756,False,0,124,0.2543
WC014119,Dresses,Mini Dress,Polyester,White,M,Winter,Elegant,41.72,5,0.0,0,13,2,0.16,4.17008432715662,False,39.634,79.268,0.13333333333333333,0.8,0.0,41.72,41.72,0.0,0.14285714285714285,False,1,14,0.7374
WC014120,Tops,Long Sleeve Top,Cotton,Black,XL,Spring,Elegant,27.43,20,0.0,0,23,13,0.09,4.17008432715662,False,21.944000000000003,285.27200000000005,0.3611111111111111,0.8,0.0,27.43,27.43,0.0,0.5416666666666666,False,0,14,0.2256
WC014121,Skirts,Pleated Skirt,Cotton,Pink,L,Summer,Business Casual,53.76,15,0.0,0,65,8,0.07,4.17008432715662,False,45.696,365.568,0.1095890410958904,0.8,0.0,53.76,53.76,0.0,0.12121212121212122,False,0,16,0.2516
WC014122,Blouses,Peplum Blouse,Polyester Blend,Navy,L,Winter,Business Casual,30.9,0,4.0,2,6,27,0.09,4.113389551437747,False,30.9,834.3,0.8181818181818182,0.8,0.0,30.9,30.9,0.0,3.857142857142857,False,0,54,0.2485
WC014123,Jumpsuits,Romper,Polyester Blend,Black,M,Summer,Formal,52.4,0,0.0,0,12,0,0.0,4.17008432715662,True,52.4,0.0,0.0,0.8,0.05,55.02,68.775,2.6200000000000045,0.0,False,0,14,0.2392
WC014124,Tops,Crop Top,Cotton,Gray,L,Winter,Streetwear,33.93,30,0.0,0,39,1,0.06,4.17008432715662,False,23.750999999999998,23.750999999999998,0.025,0.8,0.0,33.93,33.93,0.0,0.025,False,0,15,0.2373
WC014125,Sweaters,Crewneck Sweater,Wool,Navy,M,Winter,Formal,71.98,0,0.0,0,28,21,0.07,4.17008432715662,False,71.98,1511.5800000000002,0.42857142857142855,0.8,0.0,71.98,71.98,0.0,0.7241379310344828,False,0,14,0.2433
WC014126,T-Shirts,Graphic T-Shirt,Cotton Blend,White,M,Summer,Casual,26.75,30,4.0,5,58,391,0.11,4.075593034291831,False,18.724999999999998,7321.474999999999,0.8708240534521158,0.8,0.0,26.75,26.75,0.0,6.627118644067797,False,0,143,0.2641
WC014127,Trousers,Straight Trousers,Cotton Blend,Beige,S,Autumn,Business Casual,77.98,40,0.0,0,137,14,0.1,4.17008432715662,False,46.788000000000004,655.032,0.09271523178807947,0.8,0.0,77.98,77.98,0.0,0.10144927536231885,False,0,16,0.2595
WC014128,Activewear,Leggings,Polyester,Black,L,Summer,Sporty,48.3,25,0.0,0,2,21,0.1,4.17008432715662,False,36.224999999999994,760.7249999999999,0.9130434782608695,0.8,0.0,48.3,48.3,0.0,7.0,False,0,15,0.2415
WC014129,Dresses,Shirt Dress,Cotton,Black,L,Autumn,Bohemian,86.94,0,4.4,5,15,179,0.11,4.297815256514053,False,86.94,15562.26,0.9226804123711341,0.8800000000000001,0.0,86.94,86.94,0.0,11.1875,False,0,127,0.6616
WC014130,Loungewear,Lounge Set,Polyester,Red,L,All Season,Casual,62.25,0,3.4,11,7,264,0.13,3.605355820575099,False,62.25,16434.0,0.974169741697417,0.6799999999999999,0.0,62.25,62.25,0.0,33.0,False,1,215,0.5331
WC014131,Dresses,Midi Dress,Viscose,White,S,Summer,Bohemian,117.03,15,4.3,4,129,55,0.17,4.23504216357831,False,99.4755,5471.1525,0.29891304347826086,0.86,0.0,117.03,117.03,0.0,0.4230769230769231,False,1,103,0.7526
WC014132,Jackets,Denim Jacket,Denim,Navy,S,Autumn,Streetwear,62.57,20,4.4,2,45,82,0.08,4.2467228847710805,False,50.056000000000004,4104.592000000001,0.6456692913385826,0.8800000000000001,0.0,62.57,62.57,0.0,1.7826086956521738,False,0,67,0.2896
WC014133,Trousers,Wide-Leg Trousers,Cotton,Purple,M,All Season,Minimalist,42.54,0,0.0,0,38,5,0.07,4.17008432715662,False,42.54,212.7,0.11627906976744186,0.8,0.0,42.54,42.54,0.0,0.1282051282051282,False,0,14,0.2606
WC014134,Tops,Bodysuit,Cotton,Black,M,Autumn,Casual,27.68,0,3.8,4,6,127,0.1,3.98504216357831,False,27.68,3515.36,0.9548872180451128,0.76,0.0,27.68,27.68,0.0,18.142857142857142,False,0,98,0.3067
WC014135,Jackets,Bomber Jacket,Leather,White,XXL,Autumn,Streetwear,161.48,15,3.3,8,27,262,0.18,3.590028109052207,False,137.25799999999998,35961.596,0.9065743944636678,0.6599999999999999,0.0,161.48,161.48,0.0,9.357142857142858,False,1,219,0.6496
WC014136,Activewear,Leggings,Polyester,Blue,L,All Season,Sporty,63.0,0,3.0,22,13,235,0.14,3.1800129734087106,False,63.0,14805.0,0.9475806451612904,0.6,0.0,63.0,63.0,0.0,16.785714285714285,False,1,368,0.659
WC014137,Jeans,Skinny Jeans,Denim,Navy,XS,All Season,Bohemian,52.66,20,0.0,0,1,20,0.12,4.17008432715662,False,42.128,842.56,0.9523809523809523,0.8,0.0,52.66,52.66,0.0,10.0,False,1,14,0.7407
WC014138,Trousers,Straight Trousers,Viscose,Black,XXL,Spring,Minimalist,45.96,0,4.2,1,101,29,0.07,4.176067461725296,False,45.96,1332.84,0.2230769230769231,0.8400000000000001,0.0,45.96,45.96,0.0,0.28431372549019607,False,0,40,0.2705
WC014139,Coats,Long Coat,Wool,Pink,L,Winter,Elegant,205.51,40,4.9,6,11,161,0.08,4.6080337308626484,False,123.30599999999998,19852.265999999996,0.936046511627907,0.9800000000000001,0.0,205.51,205.51,0.0,13.416666666666666,False,0,133,0.2767
WC014140,Dresses,Shirt Dress,Viscose,Red,XXL,Winter,Elegant,67.52,0,4.0,12,8,141,0.12,4.042521081789155,False,67.52,9520.32,0.9463087248322147,0.8,0.0,67.52,67.52,0.0,15.666666666666666,False,1,215,0.7197
WC014141,Tops,Tank Top,Cotton,White,L,Spring,Streetwear,42.52,0,3.9,27,17,462,0.07,3.934849590600854,False,42.52,19644.24,0.964509394572025,0.78,0.0,42.52,42.52,0.0,25.666666666666668,False,0,445,0.2894
WC014142,Jeans,Skinny Jeans,Denim,White,XS,Spring,Casual,38.09,0,0.0,0,9,16,0.12,4.17008432715662,False,38.09,609.44,0.64,0.8,0.0,38.09,38.09,0.0,1.6,False,1,14,0.799
WC014143,Skirts,Mini Skirt,Polyester Blend,Black,L,Autumn,Casual,42.39,0,3.0,1,0,14,0.13,3.936067461725296,False,42.39,593.46,1.0,0.6,0.0,42.39,42.39,0.0,14.0,False,1,40,0.339
WC014144,Skirts,Pleated Skirt,Cotton Blend,Blue,S,Winter,Elegant,49.1,0,0.0,0,0,54,0.08,4.17008432715662,False,49.1,2651.4,1.0,0.8,0.0,49.1,49.1,0.0,54.0,False,0,18,0.2671
WC014145,Tops,Tank Top,Viscose,Yellow,S,All Season,Elegant,53.47,20,4.4,1,45,33,0.13,4.216067461725297,False,42.776,1411.6080000000002,0.4230769230769231,0.8800000000000001,0.0,53.47,53.47,0.0,0.717391304347826,False,1,37,0.2687
WC014146,Blouses,Button-Up Blouse,Polyester Blend,Gray,XS,Winter,Minimalist,28.51,0,0.0,0,115,5,0.11,4.17008432715662,False,28.51,142.55,0.041666666666666664,0.8,0.0,28.51,28.51,0.0,0.04310344827586207,False,0,15,0.2591
WC014147,Trousers,Tailored Trousers,Polyester Blend,Black,XS,Autumn,Formal,106.31,0,0.0,0,33,13,0.08,4.17008432715662,False,106.31,1382.03,0.2826086956521739,0.8,0.0,106.31,106.31,0.0,0.38235294117647056,False,0,13,0.236
WC014148,T-Shirts,Graphic T-Shirt,Cotton,Pink,XS,Summer,Casual,16.88,0,0.0,0,8,37,0.09,4.17008432715662,False,16.88,624.56,0.8222222222222222,0.8,0.0,16.88,16.88,0.0,4.111111111111111,False,0,18,0.2221
WC014149,Coats,Long Coat,Wool,Beige,M,Winter,Casual,139.44,0,4.2,2,7,91,0.1,4.180056218104414,False,139.44,12689.039999999999,0.9285714285714286,0.8400000000000001,0.0,139.44,139.44,0.0,11.375,False,0,63,0.2594
WC014150,Coats,Trench Coat,Cotton,Gray,M,Winter,Bohemian,113.54,0,0.0,0,10,11,0.09,4.17008432715662,False,113.54,1248.94,0.5238095238095238,0.8,0.0,113.54,113.54,0.0,1.0,False,0,14,0.2456
WC014151,Coats,Trench Coat,Polyester Blend,Blue,M,Autumn,Streetwear,144.3,10,0.0,0,27,13,0.11,4.17008432715662,False,129.87,1688.31,0.325,0.8,0.0,144.3,144.3,0.0,0.4642857142857143,False,0,16,0.249
WC014152,Tops,Bodysuit,Cotton,Gray,M,Autumn,Minimalist,36.73,10,0.0,0,75,25,0.12,4.17008432715662,False,33.056999999999995,826.4249999999998,0.25,0.8,0.0,36.73,36.73,0.0,0.32894736842105265,False,1,14,0.2456
WC014153,Dresses,Maxi Dress,Cotton Blend,Red,M,Spring,Bohemian,53.21,0,0.0,0,18,19,0.13,4.17008432715662,False,53.21,1010.99,0.5135135135135135,0.8,0.0,53.21,53.21,0.0,1.0,False,1,14,0.7258
WC014154,Tops,Long Sleeve Top,Cotton,Navy,XL,Summer,Elegant,20.85,30,0.0,0,8,35,0.1,4.17008432715662,False,14.595,510.82500000000005,0.813953488372093,0.8,0.0,20.85,20.85,0.0,3.888888888888889,False,0,17,0.2152
WC014155,Tops,Bodysuit,Cotton Blend,Navy,L,Winter,Minimalist,36.28,0,2.9,3,9,58,0.15,3.625762472660926,False,36.28,2104.2400000000002,0.8656716417910447,0.58,0.0,36.28,36.28,0.0,5.8,False,1,69,0.6799
WC014156,Jumpsuits,Romper,Cotton,Beige,L,Spring,Formal,76.43,30,0.0,0,34,22,0.1,4.17008432715662,False,53.501000000000005,1177.0220000000002,0.39285714285714285,0.8,0.0,76.43,76.43,0.0,0.6285714285714286,False,0,15,0.2424
WC014157,Jumpsuits,Romper,Cotton Blend,Navy,L,Summer,Business Casual,97.96,0,4.5,4,46,145,0.08,4.33504216357831,False,97.96,14204.199999999999,0.7591623036649214,0.9,0.0,97.96,97.96,0.0,3.0851063829787235,False,0,108,0.2608
WC014158,Sweaters,Oversized Sweater,Cotton,Navy,L,Winter,Casual,67.12,0,3.4,1,16,24,0.17,4.016067461725296,False,67.12,1610.88,0.6,0.6799999999999999,0.0,67.12,67.12,0.0,1.411764705882353,False,1,38,0.3662
WC014159,Dresses,Maxi Dress,Cotton Blend,Green,S,Summer,Business Casual,55.73,0,5.0,2,143,110,0.14,4.44672288477108,False,55.73,6130.299999999999,0.43478260869565216,1.0,0.0,55.73,55.73,0.0,0.7638888888888888,False,1,78,0.6595
WC014160,Coats,Puffer Coat,Wool,Navy,L,Autumn,Elegant,207.36,15,5.0,21,32,295,0.09,4.867213492345059,False,176.256,51995.52,0.9021406727828746,1.0,0.0,207.36,207.36,0.0,8.93939393939394,False,0,405,0.2669
WC014161,Sets,Lounge Set,Cotton Blend,Blue,S,Summer,Business Casual,66.02,25,4.7,24,58,275,0.12,4.624297761022375,False,49.515,13616.625,0.8258258258258259,0.9400000000000001,0.0,66.02,66.02,0.0,4.661016949152542,False,1,417,0.2741
WC014162,Dresses,Maxi Dress,Cotton,Black,S,Autumn,Formal,104.61,0,4.2,1,64,25,0.11,4.176067461725296,False,104.61,2615.25,0.2808988764044944,0.8400000000000001,0.0,104.61,104.61,0.0,0.38461538461538464,False,0,36,0.6685
WC014163,Trousers,Straight Trousers,Viscose,Red,S,Autumn,Formal,84.64,10,0.0,0,20,13,0.09,4.17008432715662,False,76.176,990.288,0.3939393939393939,0.8,0.0,84.64,84.64,0.0,0.6190476190476191,False,0,14,0.2434
WC014164,Sweaters,Crewneck Sweater,Wool,Blue,M,Winter,Business Casual,49.67,40,4.4,12,23,572,0.08,4.3425210817891555,False,29.802,17046.744,0.9613445378151261,0.8800000000000001,0.0,49.67,49.67,0.0,23.833333333333332,False,0,241,0.2499
WC014165,T-Shirts,Graphic T-Shirt,Cotton Blend,White,XL,Spring,Casual,15.49,0,5.0,34,0,419,0.11,4.912640455490171,False,15.49,6490.31,1.0,1.0,0.0,15.49,15.49,0.0,419.0,False,0,738,0.2537
WC014166,T-Shirts,Basic T-Shirt,Cotton,Blue,L,All Season,Casual,29.64,5,0.0,0,7,8,0.06,4.17008432715662,False,28.157999999999998,225.26399999999998,0.5333333333333333,0.8,0.0,29.64,29.64,0.0,1.0,False,0,15,0.2369
